0.00	11.00	15.00
0.01	11.15	14.90
0.02	11.30	14.80
0.03	11.45	14.71
0.04	11.59	14.61
0.05	11.74	14.51
0.06	11.89	14.41
0.07	12.03	14.31
0.08	12.17	14.22
0.09	12.31	14.12
0.10	12.46	14.02
0.11	12.60	13.92
0.12	12.74	13.82
0.13	12.87	13.72
0.14	13.01	13.63
0.15	13.15	13.53
0.16	13.28	13.43
0.17	13.42	13.33
0.18	13.55	13.23
0.19	13.68	13.14
0.20	13.81	13.04
0.21	13.94	12.94
0.22	14.07	12.84
0.23	14.20	12.74
0.24	14.33	12.65
0.25	14.46	12.55
0.26	14.58	12.45
0.27	14.71	12.35
0.28	14.83	12.25
0.29	14.95	12.16
0.30	15.07	12.06
0.31	15.19	11.96
0.32	15.31	11.86
0.33	15.43	11.76
0.34	15.55	11.66
0.35	15.67	11.57
0.36	15.78	11.47
0.37	15.90	11.37
0.38	16.01	11.27
0.39	16.12	11.17
0.40	16.23	11.08
0.41	16.35	10.98
0.42	16.46	10.88
0.43	16.56	10.78
0.44	16.67	10.68
0.45	16.78	10.59
0.46	16.88	10.49
0.47	16.99	10.39
0.48	17.09	10.29
0.49	17.20	10.19
0.50	17.30	10.09
0.51	17.40	10.00
0.52	17.50	 9.90
0.53	17.60	 9.80
0.54	17.70	 9.70
0.55	17.79	 9.60
0.56	17.89	 9.51
0.57	17.98	 9.41
0.58	18.08	 9.31
0.59	18.17	 9.21
0.60	18.26	 9.11
0.61	18.35	 9.02
0.62	18.44	 8.92
0.63	18.53	 8.82
0.64	18.62	 8.72
0.65	18.71	 8.62
0.66	18.80	 8.53
0.67	18.88	 8.43
0.68	18.97	 8.33
0.69	19.05	 8.23
0.70	19.13	 8.13
0.71	19.21	 8.03
0.72	19.29	 7.94
0.73	19.37	 7.84
0.74	19.45	 7.74
0.75	19.53	 7.64
0.76	19.60	 7.54
0.77	19.68	 7.45
0.78	19.75	 7.35
0.79	19.83	 7.25
0.80	19.90	 7.15
0.81	19.97	 7.05
0.82	20.04	 6.96
0.83	20.11	 6.86
0.84	20.18	 6.76
0.85	20.25	 6.66
0.86	20.31	 6.56
0.87	20.38	 6.47
0.88	20.44	 6.37
0.89	20.51	 6.27
0.90	20.57	 6.17
0.91	20.63	 6.07
0.92	20.69	 5.97
0.93	20.75	 5.88
0.94	20.81	 5.78
0.95	20.87	 5.68
0.96	20.93	 5.58
0.97	20.98	 5.48
0.98	21.04	 5.39
0.99	21.09	 5.29
1.00	21.14	 5.19
1.01	21.20	 5.09
1.02	21.25	 4.99
1.03	21.30	 4.90
1.04	21.35	 4.80
1.05	21.39	 4.70
1.06	21.44	 4.60
1.07	21.49	 4.50
1.08	21.53	 4.41
1.09	21.58	 4.31
1.10	21.62	 4.21
1.11	21.66	 4.11
1.12	21.70	 4.01
1.13	21.74	 3.91
1.14	21.78	 3.82
1.15	21.82	 3.72
1.16	21.86	 3.62
1.17	21.89	 3.52
1.18	21.93	 3.42
1.19	21.96	 3.33
1.20	22.00	 3.23
1.21	22.03	 3.13
1.22	22.06	 3.03
1.23	22.09	 2.93
1.24	22.12	 2.84
1.25	22.15	 2.74
1.26	22.17	 2.64
1.27	22.20	 2.54
1.28	22.23	 2.44
1.29	22.25	 2.35
1.30	22.27	 2.25
1.31	22.30	 2.15
1.32	22.32	 2.05
1.33	22.34	 1.95
1.34	22.36	 1.85
1.35	22.38	 1.76
1.36	22.39	 1.66
1.37	22.41	 1.56
1.38	22.43	 1.46
1.39	22.44	 1.36
1.40	22.45	 1.27
1.41	22.47	 1.17
1.42	22.48	 1.07
1.43	22.49	 0.97
1.44	22.50	 0.87
1.45	22.51	 0.78
1.46	22.52	 0.68
1.47	22.52	 0.58
1.48	22.53	 0.48
1.49	22.53	 0.38
1.50	22.54	 0.28
1.51	22.54	 0.19
1.52	22.54	 0.09
1.53	22.54	-0.01
1.54	22.54	-0.11
1.55	22.54	-0.21
1.56	22.54	-0.30
1.57	22.54	-0.40
1.58	22.53	-0.50
1.59	22.53	-0.60
1.60	22.52	-0.70
1.61	22.51	-0.79
1.62	22.51	-0.89
1.63	22.50	-0.99
1.64	22.49	-1.09
1.65	22.48	-1.19
1.66	22.47	-1.28
1.67	22.45	-1.38
1.68	22.44	-1.48
1.69	22.42	-1.58
1.70	22.41	-1.68
1.71	22.39	-1.78
1.72	22.37	-1.87
1.73	22.35	-1.97
1.74	22.33	-2.07
1.75	22.31	-2.17
1.76	22.29	-2.27
1.77	22.27	-2.36
1.78	22.25	-2.46
1.79	22.22	-2.56
1.80	22.20	-2.66
1.81	22.17	-2.76
1.82	22.14	-2.85
1.83	22.11	-2.95
1.84	22.08	-3.05
1.85	22.05	-3.15
1.86	22.02	-3.25
1.87	21.99	-3.34
1.88	21.96	-3.44
1.89	21.92	-3.54
1.90	21.89	-3.64
1.91	21.85	-3.74
1.92	21.81	-3.84
1.93	21.77	-3.93
1.94	21.73	-4.03
1.95	21.69	-4.13
1.96	21.65	-4.23
1.97	21.61	-4.33
1.98	21.57	-4.42
1.99	21.52	-4.52
2.00	21.48	-4.62
2.01	21.43	-4.72
2.02	21.38	-4.82
2.03	21.34	-4.91
2.04	21.29	-5.01
2.05	21.24	-5.11
2.06	21.19	-5.21
2.07	21.13	-5.31
2.08	21.08	-5.40
2.09	21.03	-5.50
2.10	20.97	-5.60
2.11	20.92	-5.70
2.12	20.86	-5.80
2.13	20.80	-5.90
2.14	20.74	-5.99
2.15	20.68	-6.09
2.16	20.62	-6.19
2.17	20.56	-6.29
2.18	20.50	-6.39
2.19	20.43	-6.48
2.20	20.37	-6.58
2.21	20.30	-6.68
2.22	20.24	-6.78
2.23	20.17	-6.88
2.24	20.10	-6.97
2.25	20.03	-7.07
2.26	19.96	-7.17
2.27	19.89	-7.27
2.28	19.81	-7.37
2.29	19.74	-7.46
2.30	19.67	-7.56
2.31	19.59	-7.66
2.32	19.51	-7.76
2.33	19.44	-7.86
2.34	19.36	-7.96
2.35	19.28	-8.05
2.36	19.20	-8.15
2.37	19.12	-8.25
2.38	19.03	-8.35
2.39	18.95	-8.45
2.40	18.86	-8.54
2.41	18.78	-8.64
2.42	18.69	-8.74
2.43	18.61	-8.84
2.44	18.52	-8.94
2.45	18.43	-9.03
2.46	18.34	-9.13
2.47	18.25	-9.23
2.48	18.15	-9.33
2.49	18.06	-9.43
2.50	17.97	-9.53
2.51	17.87	-9.62
2.52	17.77	-9.72
2.53	17.68	-9.82
2.54	17.58	-9.92
2.55	17.48	-10.02
2.56	17.38	-10.11
2.57	17.28	-10.21
2.58	17.18	-10.31
2.59	17.07	-10.41
2.60	16.97	-10.51
2.61	16.86	-10.60
2.62	16.76	-10.70
2.63	16.65	-10.80
2.64	16.54	-10.90
2.65	16.43	-11.00
2.66	16.32	-11.09
2.67	16.21	-11.19
2.68	16.10	-11.29
2.69	15.99	-11.39
2.70	15.87	-11.49
2.71	15.76	-11.59
2.72	15.64	-11.68
2.73	15.53	-11.78
2.74	15.41	-11.88
2.75	15.29	-11.98
2.76	15.17	-12.08
2.77	15.05	-12.17
2.78	14.93	-12.27
2.79	14.81	-12.37
2.80	14.68	-12.47
2.81	14.56	-12.57
2.82	14.43	-12.66
2.83	14.31	-12.76
2.84	14.18	-12.86
2.85	14.05	-12.96
2.86	13.92	-13.06
2.87	13.79	-13.15
2.88	13.66	-13.25
2.89	13.52	-13.35
2.90	13.39	-13.45
2.91	13.26	-13.55
2.92	13.12	-13.65
2.93	12.98	-13.74
2.94	12.85	-13.84
2.95	12.71	-13.94
2.96	12.57	-14.04
2.97	12.43	-14.14
2.98	12.29	-14.23
2.99	12.15	-14.33
3.00	12.00	-14.43
3.01	11.86	-14.53
3.02	11.71	-14.63
3.03	11.57	-14.72
3.04	11.42	-14.82
3.05	11.27	-14.92
3.06	11.12	-15.02
3.07	10.97	-15.12
3.08	10.82	-15.21
3.09	10.67	-15.31
3.10	10.52	-15.41
3.11	10.36	-15.51
3.12	10.21	-15.61
3.13	10.05	-15.71
3.14	 9.89	-15.80
3.15	 9.73	-15.90
3.16	 9.58	-16.00
3.17	 9.42	-16.10
3.18	 9.25	-16.20
3.19	 9.09	-16.29
3.20	 8.93	-16.39
3.21	 8.77	-16.49
3.22	 8.60	-16.59
3.23	 8.44	-16.69
3.24	 8.27	-16.78
3.25	 8.10	-16.88
3.26	 7.93	-16.98
3.27	 7.76	-17.08
3.28	 7.59	-17.18
3.29	 7.42	-17.27
3.30	 7.25	-17.37
3.31	 7.07	-17.47
3.32	 6.90	-17.57
3.33	 6.72	-17.67
3.34	 6.55	-17.77
3.35	 6.37	-17.86
3.36	 6.19	-17.96
3.37	 6.01	-18.06
3.38	 5.83	-18.16
3.39	 5.65	-18.26
